"Month_Day","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","Mean","Median","Maximum","Minimum"
"05-13",33.33099,47.6740300000011,54.3389999999966,50.9619999999955,38.0342299999978,42.99228,59.9386800000067,66.3119999999997,53.1079299999989,68.5101200000002,79.4822999999982,54.0621418181813,53.1079299999989,79.4822999999982,33.33099
"05-14",35.5905100000011,51.9014200000033,81.3396500000022,53.725,48.91738,41.2362400000022,54.4648699999933,68.1540000000008,56.8318399999978,78.7608499999998,89.3370000000011,60.0235236363638,54.4648699999933,89.3370000000011,35.5905100000011
"05-15",35.305,52.2084199999989,73.68,53.4180000000045,54.0596300000089,41.7857699999978,50.5383400000022,69.6889999999994,62.8889500000011,86.7981100000002,71.4695999999992,59.2582563636375,54.0596300000089,86.7981100000002,35.305
"05-16",41.1379999999989,58.1058899999978,86.3437499999978,45.1289999999911,45.8381699999933,44.2079999999978,51.1615500000022,71.5770500000008,70.4472900000033,88.0813699999999,75.7983000000016,61.6207609090895,58.1058899999978,88.0813699999999,41.1379999999989
"05-17",45.4482800000022,54.5661800000022,99.3206399999989,52.8040000000022,62.9595600000022,50.05021,43.7597800000022,63.5489999999994,81.8461999999978,78.2420200000001,82.0610999999987,64.9642700000005,62.9595600000022,99.3206399999989,43.7597800000022
"05-18",51.7141499999978,51.2751399999978,91.8083500000022,62.935,68.74651,50.2221300000067,42.8940399999933,38.7710300000006,77.5727600000022,75.4728799999999,98.7987400000012,64.564611818182,62.935,98.7987400000012,38.7710300000006
"05-19",43.7045200000011,45.5618700000033,77.1675199999989,58.33,78.3617499999955,44.4535999999955,50.4063300000067,39.2959999999992,53.2798499999955,74.93563,98.4395499999978,60.357874545454,53.2798499999955,98.4395499999978,39.2959999999992
"05-20",48.4415299999989,46.1083299999966,71.2516300000011,54.6459999999978,84.8640100000067,40.64987,69.3328799999933,46.3569999999997,63.3433100000022,52.80093,117.765200000001,63.2327899999998,54.6459999999978,117.765200000001,40.64987
"05-21",51.6220500000006,46.4091899999989,90.0768699999989,45.7430000000045,66.8922299999933,35.1852700000067,60.8167000000067,48.1990000000008,64.1292299999978,58.6124399999999,108.113120000001,61.4362818181826,58.6124399999999,108.113120000001,35.1852700000067
"05-22",60.38997,53.87236,112.687420000003,55.8740000000022,59.4198500000089,39.3512599999933,64.1507199999955,52.8039999999994,75.75225,56.1196,104.745329999999,66.833341818182,59.4198500000089,112.687420000003,39.3512599999933
"05-23",60.5711,53.8232400000011,77.0355099999978,64.47,50.1238899999955,41.1472100000067,69.9683699999978,47.8336699999997,81.3150900000022,53.7802600000001,103.670830000001,63.9762881818184,60.5711,103.670830000001,41.1472100000067
"05-24",60.38076,52.8070700000022,61.0929999999989,66.005,52.0088700000022,42.4826599999933,59.2909100000067,57.7122822300008,88.82124,60.7522300000001,83.8816099999974,62.2941483845456,60.38076,88.82124,42.4826599999933
"05-25",60.1597200000017,51.2352299999966,77.1306800000022,66.9259999999978,52.6719899999978,39.7902700000045,65.1239099999911,55.8430728199994,99.4004599999978,67.9360300000001,69.8547800000023,64.1883766199992,65.1239099999911,99.4004599999978,39.7902700000045
"05-26",64.88752,51.7264300000022,91.2925900000011,76.4430000000045,53.12942,46.2065699999955,54.2591800000022,58.5381091600003,105.307140000002,67.5614899999997,88.8703599999999,68.9292553781825,64.88752,105.307140000002,46.2065699999955
"05-27",64.9765499999978,62.3240699999989,87.96164,73.3729999999933,59.4444100000045,44.06678,44.34001,57.9302645099989,101.807339999998,73.0567900000003,103.311639999998,70.23568131909,64.9765499999978,103.311639999998,44.06678
"05-28",82.6044900000006,71.4665300000022,85.0942599999955,78.285,75.3132399999911,50.3111600000067,64.96734,55.8340900000006,93.12845,67.0825699999999,97.4233800000019,74.6827736363635,75.3132399999911,97.4233800000019,50.3111600000067
"05-29",75.4636700000005,64.2735200000011,104.601040000004,81.0480000000045,88.0445300000022,44.0729199999955,55.0635200000045,55.7604100000006,90.72771,59.1005699999998,101.13501,74.4809909090921,75.4636700000005,104.601040000004,44.0729199999955
"05-30",64.8844499999994,66.8676699999989,115.984599999999,58.0229999999933,70.0635400000067,40.0512199999955,60.69083,71.49109,98.9307500000045,66.0664,99.7166699999984,73.8882018181814,66.8676699999989,115.984599999999,40.0512199999955
"05-31",82.3558199999994,84.37895,95.0072899999978,62.3210000000089,67.85007,57.5502200000022,62.2319699999933,69.7933799999989,91.61801,74.7084500000001,104.152819999999,77.4516345454545,74.7084500000001,104.152819999999,57.5502200000022
"06-01",92.8951300000011,82.1010099999978,99.5754500000022,74.9079999999933,82.5891399999955,67.0856400000067,60.7246000000089,74.0422600000006,106.8053,92.1061399999998,105.724660000001,85.3233936363643,82.5891399999955,106.8053,60.7246000000089
"06-02",79.97964,91.4460900000022,94.4638999999966,81.0480000000045,85.1311,69.11798,66.7878499999955,72.7160200000017,118.32087,79.7094800000004,120.442240000001,87.196651818182,81.0480000000045,120.442240000001,66.7878499999955
"06-03",77.48987,88.7475600000011,96.8554300000011,95.7840000000022,86.1135000000022,74.2418099999978,69.45568,72.3568299999978,109.979679999999,82.6321199999994,110.136249999998,87.6175209090908,86.1135000000022,110.136249999998,69.45568
"06-04",87.0314299999994,95.5598899999978,104.426049999999,76.75,97.3159299999978,54.78108,82.3803800000022,73.5572000000011,114.630729999997,78.0179100000005,114.332940000002,88.9803218181815,87.0314299999994,114.630729999997,54.78108
"06-05",89.5826000000011,94.7125699999989,95.6919000000011,73.3729999999933,82.7334300000022,56.9484999999978,93.2359,82.98824,111.68046,80.3234799999997,117.866509999998,89.0124172727266,89.5826000000011,117.866509999998,56.9484999999978
"06-06",95.34192,97.9207199999989,109.043330000001,72.145,91.36934,57.44584,82.9759599999933,93.3218599999994,124.35956,78.0762399999997,101.939349999999,91.267192727272,93.3218599999994,124.35956,57.44584
"06-07",95.4155999999983,97.8685300000022,92.6311100000022,86.9669600000022,89.12517,49.11386,84.84866,79.6143100000011,109.061750000002,86.92398,107.066250000002,88.9669254545464,89.12517,109.061750000002,49.11386
"06-08",98.82023,96.11249,113.820249999999,107.756999999996,90.0246800000022,56.1134599999955,82.3067000000022,69.3420899999994,141.361219999999,87.8971700000003,108.840710000001,95.6723636363631,96.11249,141.361219999999,56.1134599999955
"06-09",89.0361400000017,80.1976099999978,114.575469999998,84.425,61.4368399999978,60.8320500000044,90.70929,79.9397299999994,123.40786,86.17797,78.1468499999993,86.2622554545453,84.425,123.40786,60.8320500000044
"06-10",89.4812900000005,97.2944400000022,110.817790000003,85.33986,78.8222499999955,62.19206,101.451220000004,100.68372,129.62461,90.00626,93.6841199999988,94.4906927272732,93.6841199999988,129.62461,62.19206
"06-11",74.5273199999983,98.9184700000022,109.678819999999,93.78543,91.67634,57.78047,94.4424099999977,97.1593600000017,120.8966,94.1384799999999,106.872840000002,94.534230909091,94.4424099999977,120.8966,57.78047
"06-12",52.2237700000011,97.7457299999989,108.991139999998,110.231420000009,78.26658,45.66932,94.0126100000045,83.7680199999983,126.180070000003,108.47538,111.794049999999,92.4870990909101,97.7457299999989,126.180070000003,45.66932
"06-13",44.3676399999983,102.934029999998,127.37737,97.1071699999956,95.3357800000022,46.5596200000022,87.3261499999933,96.5177300000017,134.162069999999,104.42298,111.09102,95.2001418181809,97.1071699999956,134.162069999999,44.3676399999983
"06-14",52.6013800000022,93.6350000000011,114.151810000002,94.1568999999978,92.6771599999955,55.5362999999955,74.86195,98.70664,121.756199999998,105.67554,114.130320000001,92.5353818181812,94.1568999999978,121.756199999998,52.6013800000022
"06-15",51.84923,110.747179999998,115.346039999997,107.35176,94.80467,59.4935300000067,97.70582,101.902509999998,125.559930000003,110.46167,116.463519999999,99.2441690909093,107.35176,125.559930000003,51.84923
"06-16",68.5837999999983,101.604720000001,115.567080000003,103.265590000007,93.5643900000089,59.7606199999911,105.782990000004,109.887580000001,117.765199999997,96.2383599999997,119.754560000001,99.2522627272739,103.265590000007,119.754560000001,59.7606199999911
"06-17",75.5834000000017,99.1671400000022,116.577110000001,91.6701999999911,100.895549999996,51.34882,113.240019999996,109.31349,112.68128,95.1208799999999,128.574669999998,99.4702327272713,100.895549999996,128.574669999998,51.34882
"06-18",89.7268899999978,100.401280000001,132.433659999998,84.5723600000022,103.904149999996,72.7160200000045,109.734080000002,103.06297,82.05189,78.7485700000003,96.7203500000002,95.8247472727274,96.7203500000002,132.433659999998,72.7160200000045
"06-19",90.11678,102.452039999996,129.250069999999,103.69539,72.4581400000022,76.8758700000045,124.218339999998,100.73284,74.3339099999989,78.64419,102.946310000002,95.9748981818182,100.73284,129.250069999999,72.4581400000022
"06-20",89.49971,72.7712800000022,122.115389999999,105.374679999998,99.8241200000045,80.90985,118.354640000002,111.876939999999,81.5330600000045,92.0017599999997,103.864239999998,98.0114245454552,99.8241200000045,122.115389999999,72.7712800000022
"06-21",82.3404700000006,79.70948,116.402120000002,106.22814,98.49788,93.3157199999955,112.62602,115.017550000001,89.81899,89.1405200000005,107.907430000001,99.182210909091,98.49788,116.402120000002,79.70948
"06-22",92.3179700000017,93.8099899999977,133.293260000002,109.221390000007,97.1194500000022,88.6124800000045,116.976210000002,122.311869999998,113.301419999997,65.65502,111.02962,103.968061818183,109.221390000007,133.293260000002,65.65502
"06-23",91.3754799999994,95.3357800000022,135.27955,119.88043,88.4405599999978,92.3486699999933,104.880409999996,103.320849999999,112.73347,56.8103499999997,112.794869999999,101.200038181817,103.320849999999,135.27955,56.8103499999997
"06-24",84.4863999999983,107.803050000001,129.314539999996,75.6447999999955,98.2031599999955,91.2741700000045,116.675350000007,96.7449100000006,101.045980000002,88.2287299999997,122.594309999999,101.092309090909,98.2031599999955,129.314539999996,75.6447999999955
"06-25",101.110450000001,101.669189999999,134.6502,86.2823500000067,96.9751600000067,81.7602399999933,116.764379999991,98.7649700000011,109.018769999998,91.81756,120.027790000002,103.531005454545,101.110450000001,134.6502,81.7602399999933
"06-26",92.9657400000011,111.02348,133.265630000003,112.745749999993,119.103719999991,90.9579600000067,115.539450000007,105.84132,106.154460000002,95.7133900000003,110.566049999999,108.534268181819,110.566049999999,133.265630000003,90.9579600000067
"06-27",82.3496799999994,109.678820000002,132.909509999997,118.099830000004,98.8509300000089,91.3048699999978,114.207069999998,118.23491,124.414819999997,104.60104,104.272549999999,108.993093636364,109.678820000002,132.909509999997,82.3496799999994
"06-28",97.0856800000006,104.686999999999,123.466190000003,105.91807,92.0631599999933,102.51958,118.118250000002,122.293449999998,124.215270000003,114.55091,112.159380000001,110.643358181818,112.159380000001,124.215270000003,92.0631599999933
"06-29",101.095099999998,121.697870000001,123.12542,102.565629999996,104.42298,98.6452399999955,105.721589999993,119.711580000001,123.159189999999,114.96843,130.628499999999,113.249229999998,114.96843,130.628499999999,98.6452399999955
"06-30",106.301820000002,92.61883,130.342989999998,116.432820000004,105.859740000002,105.380820000002,102.937100000009,95.87303,110.860770000002,102.32617,117.427500000001,107.851053636365,105.859740000002,130.342989999998,92.61883
"07-01",104.702349999999,104.10984,132.608650000001,87.72832,110.75946,100.766610000007,97.89616,116.079770000001,117.02226,106.6825,120.47908,108.985000000001,106.6825,132.608650000001,87.72832
"07-02",110.566050000001,116.586319999996,128.98605,94.30426,111.296710000002,69.7780299999955,95.5905899999911,113.353609999999,130.51798,81.4409600000003,124.101680000001,106.956567272726,111.296710000002,130.51798,69.7780299999955
"07-03",104.74533,104.103700000003,130.404389999999,107.88901,110.526140000002,78.1468499999955,95.24982,109.648120000002,121.59656,102.20951,129.661449999999,108.561898181818,107.88901,130.404389999999,78.1468499999955
"07-04",94.12927,114.289959999998,134.591870000002,115.078949999993,110.817789999996,98.8662800000089,116.890250000002,122.815350000001,122.71711,99.0504799999999,122.71097,113.814389090909,115.078949999993,134.591870000002,94.12927
"07-05",75.4912999999989,110.587540000001,117.1205,103.2441,100.13419,95.1331599999978,110.369570000004,111.683529999999,111.741859999998,73.7751699999999,116.17494,102.314169090909,110.369570000004,117.1205,73.7751699999999
"07-06",75.7246200000011,93.98805,122.913589999997,111.308990000002,119.186609999998,85.2446899999978,107.397809999998,126.198489999999,106.123759999998,75.1229000000004,126.870820000001,104.552757272727,107.397809999998,126.870820000001,75.1229000000004
"07-07",71.7428300000011,78.5827899999978,95.2221900000022,115.993810000007,109.448570000002,73.1642399999978,115.315340000004,129.54479,124.405610000003,85.8433399999996,124.84462,102.19164818182,109.448570000002,129.54479,71.7428300000011
"07-08",61.6517399999978,78.6472600000011,73.30853,99.5140499999911,90.8290200000044,88.78133,117.092869999996,125.406430000002,107.066249999997,98.8509300000001,141.926099999998,98.4613190909078,98.8509300000001,141.926099999998,61.6517399999978
"07-09",73.55106,64.2244000000022,85.08812,105.684750000002,105.350119999996,65.2651299999977,122.265820000002,124.393329999999,118.520420000001,89.0607,129.018899000001,98.4020680909092,105.350119999996,129.018899000001,64.2244000000022
"07-10",85.77273,69.8578499999978,78.3126299999978,133.370009999998,107.710949999998,72.72523,123.58285,125.750269999999,126.474790000003,114.45881,131.131366,106.286135090909,114.45881,133.370009999998,69.8578499999978
"07-11",93.2205500000011,72.4274400000022,110.553770000003,118.523490000002,110.206860000002,73.8089400000089,123.625829999998,121.482970000001,132.80513,109.4455,138.025664999999,109.46601318182,110.553770000003,138.025664999999,72.4274400000022
"07-12",91.55354,61.8942700000011,105.221180000001,93.7516599999978,81.55148,93.39861,117.09901,126.051130000001,125.596769999998,117.246369999999,131.132594,104.045146727273,105.221180000001,131.132594,61.8942700000011
"07-13",103.70767,59.0084699999978,117.485829999998,96.2506400000067,79.21214,92.6218999999933,127.711999999996,109.101659999998,124.098609999999,105.96105,134.264608,104.493143454544,105.96105,134.264608,59.0084699999978
"07-14",106.676359999999,56.44502,126.643640000002,93.2543199999978,92.1276300000045,83.1263900000022,113.795690000009,122.139950000002,129.861,84.4157899999996,115.093993,102.143616636365,106.676359999999,129.861,56.44502
"07-15",91.7991400000022,61.7868199999978,116.171869999997,82.7180799999978,80.38181,79.6972000000022,129.587769999993,115.214029999998,114.216280000002,108.42012,125.974380000002,100.542499999999,108.42012,129.587769999993,61.7868199999978
"07-16",104.760679999998,59.1589000000045,118.719970000001,89.6532100000067,71.40513,82.8101799999978,110.774810000004,116.417470000001,104.607180000001,106.15139,132.584703999998,99.7312385454557,104.760679999998,132.584703999998,59.1589000000045
"07-17",115.502610000001,72.0928099999989,94.22751,106.099199999998,70.51176,83.8386299999955,131.982369999993,121.160619999998,107.55745,108.08549,117.72836,102.616982727271,107.55745,131.982369999993,70.51176
"07-18",109.798549999998,88.4344199999978,102.869560000001,108.573620000002,77.1705899999978,96.2230100000067,112.276040000007,124.62665,120.697049999998,111.88308,130.178438,107.521000727273,109.798549999998,130.178438,77.1705899999978
"07-19",106.58733,86.1595500000033,115.680670000001,106.384709999998,95.9068000000022,97.6566999999978,109.580579999996,124.095540000001,118.133600000002,124.92751,128.234821000002,110.304346454546,109.580579999996,128.234821000002,86.1595500000033
"07-20",92.3179700000017,76.1022299999955,132.246389999999,106.86363,102.83272,97.3190000000045,106.16674,125.099430000001,139.9684838,111.96597,129.699211,110.961979527273,106.86363,139.9684838,76.1022299999955
"07-21",92.7968899999994,78.7915500000044,126.419529999997,107.944270000002,94.4853899999955,96.65895,114.486440000007,123.914409999998,126.915734099997,96.2475700000002,131.638837,108.209051918182,107.944270000002,131.638837,78.7915500000044
"07-22",91.5965200000006,102.814299999998,128.976840000005,100.38593,110.940589999998,92.1092099999933,124.028,119.143630000001,129.562166200002,91.7101099999998,128.648963999998,110.9014782,110.940589999998,129.562166200002,91.5965200000006
"07-23",105.328629999998,98.3934999999978,115.2171,108.521429999993,103.898010000007,98.96452,123.52452,123.757840000001,101.834663,107.296500000001,121.702168000002,109.858080090909,107.296500000001,123.757840000001,98.3934999999978
"07-24",112.533920000002,106.24963,117.05296,115.045180000007,107.830679999991,105.003210000004,126.49935,127.724279999998,75.5404199999967,112.097979999999,132.848109999999,112.584156363636,112.533920000002,132.848109999999,75.5404199999967
"07-25",115.214029999998,111.711160000001,113.372029999998,106.111479999996,99.0627600000045,103.271729999996,124.93672,117.384520000001,95.1577200000022,102.915609999999,109.830478000001,108.997112545454,109.830478000001,124.93672,95.1577200000022
"07-26",118.6555,99.1732800000022,122.990339999999,80.75942,104.86813,104.920319999998,120.91195,108.536779999999,72.6362000000011,114.771950000001,112.975999999998,105.563624545454,108.536779999999,122.990339999999,72.6362000000011
"07-27",112.015090000002,87.1419499999966,116.954720000001,110.602889999996,97.28523,104.923390000007,129.6461,98.7618999999994,84.1179999999978,114.56319,125.21302,107.384134545454,110.602889999996,129.6461,84.1179999999978
"07-28",109.700309999998,87.76516,116.279320000002,86.6814500000089,99.5631700000045,118.207280000002,117.76213,110.707269999999,74.9172100000034,110.63052,120.546006000001,104.796347818184,110.63052,120.546006000001,74.9172100000034
"07-29",101.834969999999,106.185160000001,116.113539999998,73.7383299999978,82.5983499999933,112.555409999991,114.89475,100.22322,85.9200899999966,113.682099999999,119.384011,102.466357363634,106.185160000001,119.384011,73.7383299999978
"07-30",111.367320000002,106.888189999999,118.858120000001,89.9387199999955,56.7520199999978,106.384710000009,128.85404,104.883480000001,95.09632,118.621730000001,123.990853,105.603227545455,106.888189999999,128.85404,56.7520199999978
"07-31",115.43814,108.770100000001,114.563189999997,84.8701500000022,56.5432600000022,110.080989999993,127.43877,104.376929999999,94.2981200000033,111.084879999999,118.428627,104.172105181818,110.080989999993,127.43877,56.5432600000022
"08-01",114.759669999999,111.12786,117.903350000003,97.3589100000022,59.2755600000067,114.326800000004,123.45698,98.2031600000022,113.147919999999,92.9442499999994,124.942245999999,106.131518727274,113.147919999999,124.942245999999,59.2755600000067
"08-02",108.865269999999,114.182509999999,89.37077,107.121509999996,69.996,116.95779,119.46905,112.64444,94.9489599999966,107.40088,126.041613000002,106.090799363636,108.865269999999,126.041613000002,69.996
"08-03",96.2414300000011,97.9698400000034,120.786079999997,95.79935,74.1497099999955,113.731219999998,115.41972,91.5811699999983,108.991140000003,109.23674,127.09493,104.636484545454,108.991140000003,127.09493,74.1497099999955
"08-04",113.292210000001,102.07136,117.03454,86.3775200000067,78.7823400000022,106.105339999996,106.8667,100.428910000001,100.232429999997,116.696840000001,120.295186999999,104.380307,106.105339999996,120.295186999999,78.7823400000022
"08-05",90.1751099999978,111.266010000001,116.589390000004,87.0682699999955,89.2940199999978,112.662860000009,110.36343,98.0957099999989,104.889620000002,112.411119999999,132.444405,105.932722272728,110.36343,132.444405,87.0682699999955
"08-06",112.850130000001,106.418479999998,117.780549999998,97.1777800000022,91.2649599999978,116.214849999993,116.12582,81.1186100000017,93.87446,119.53966,119.439884999999,106.527744090908,112.850130000001,119.53966,81.1186100000017
"08-07",97.80713,115.54252,123.107,88.8273800000022,87.1358099999978,112.813290000002,114.67985,83.2338399999983,104.742260000002,125.302050000001,129.329583,107.501883,112.813290000002,129.329583,83.2338399999983
"08-08",110.26826,112.214639999998,121.289559999999,93.0117899999911,88.7721200000067,121.169829999998,110.83621,60.1198100000017,108.312669999996,96.7449100000003,129.890471999999,104.784570181817,110.26826,129.890471999999,60.1198100000017
"08-09",104.373859999999,111.846240000001,124.752520000001,75.9610100000022,91.6333600000022,117.105149999998,113.32291,64.3871099999983,103.308570000003,116.10433,133.157259000003,105.086574454546,111.846240000001,133.157259000003,64.3871099999983
"08-10",85.1004000000005,110.262120000001,117.283210000002,102.15732,88.9778099999933,103.145860000009,119.81903,74.72687,111.683529999997,108.180659999999,123.056651999999,104.035769272727,108.180659999999,123.056651999999,74.72687
"08-11",101.84725,113.504040000001,123.162259999996,92.2228000000022,95.9651300000045,102.556419999991,116.82578,70.6499100000011,113.811040000001,113.157130000001,130.193481,106.717749181818,113.157130000001,130.193481,70.6499100000011
"08-12",100.493379999999,110.876119999999,112.31288,102.221790000004,89.8681099999955,107.379390000002,106.25884,91.8052799999994,111.49319,121.03782,135.118988999999,108.078708090909,107.379390000002,135.118988999999,89.8681099999955
"08-13",100.32453,115.720580000001,118.70462,71.5524899999955,98.81716,106.98643,122.71097,68.0772499999989,116.088980000001,114.22856,131.619189,105.893705363636,114.22856,131.619189,68.0772499999989
"08-14",112.98828,110.54149,104.251060000004,102.504229999996,95.1914900000045,114.004450000007,118.91645,91.7101100000022,109.064819999999,125.053379999999,137.088087000001,111.028531545456,110.54149,137.088087000001,91.7101100000022
"08-15",106.249630000002,119.81596,118.554189999993,96.1800300000045,87.9524299999978,118.342359999998,127.26378,91.8666799999983,94.9029099999989,118.44367,129.602505999999,109.924922363636,118.342359999998,129.602505999999,87.9524299999978
"08-16",97.5645999999994,105.399239999999,106.034730000004,102.924820000004,103.833540000002,108.235919999998,117.17883,86.15341,95.0103600000011,126.069550000001,132.761536000001,107.378776000001,105.399239999999,132.761536000001,86.15341
"08-17",85.60388,103.888799999999,107.33334,107.60964,100.751260000002,107.941199999998,104.09756,93.5889499999994,114.538629999999,117.304699999999,128.945526,106.509407818182,107.33334,128.945526,85.60388
"08-18",108.693349999999,107.935060000001,113.666749999995,109.086309999996,102.191089999991,95.7471600000023,105.72466,100.714420000002,110.879190000002,115.078950000001,129.044379999999,108.978301818181,108.693349999999,129.044379999999,95.7471600000023
"08-19",84.7627,116.095119999998,118.781370000002,97.6536299999955,101.675330000002,86.48804,109.33498,105.580369999998,84.6337600000011,120.85055,142.068855000001,106.174973181818,105.580369999998,142.068855000001,84.6337600000011
"08-20",94.4792499999994,94.4700400000034,111.014269999998,106.691710000009,102.350729999998,93.7946400000022,108.66879,100.96309,90.4022899999989,121.16676,124.154790999999,104.377851000001,102.350729999998,124.154790999999,90.4022899999989
"08-21",105.957980000001,118.428320000001,96.7725400000022,109.224459999991,83.9368700000067,114.118039999993,106.01631,106.45225,89.7053999999978,119.558080000001,123.300103000002,106.679123,106.45225,123.300103000002,83.9368700000067
"08-22",108.122330000001,109.206039999999,107.757,77.0293700000022,82.8623700000022,112.37428,109.98889,104.011600000001,93.0793300000022,107.723229999999,128.228680999998,103.671192818182,107.757,128.228680999998,77.0293700000022
"08-23",112.25762,106.651799999999,105.307140000002,85.6806299999978,87.2616799999933,117.07138,119.8835,104.733050000002,92.83066,120.21506,121.559720000001,106.677476363636,106.651799999999,121.559720000001,85.6806299999978
"08-24",88.0782999999989,114.664500000002,103.152000000004,87.2494,84.3543900000045,104.26027,100.08814,99.32985,101.22404,117.184970000001,134.102511999998,103.062579272728,101.22404,134.102511999998,84.3543900000045
"08-25",103.062969999999,115.171049999996,113.482549999991,84.0228300000045,96.7387699999978,106.043940000004,86.12578,103.775209999999,110.351149999999,117.313909999999,133.410227000001,106.318035181817,106.043940000004,133.410227000001,84.0228300000045
"08-26",100.029810000001,113.197040000003,109.820040000009,92.6925100000045,69.7227700000045,116.709120000002,83.69434,108.447750000001,107.82761,113.64219,121.033521999999,103.346972909093,108.447750000001,121.033521999999,69.7227700000045
"08-27",110.209929999999,115.582430000001,113.768059999991,91.8236999999911,62.4530099999933,110.780950000002,108.16838,117.249439999999,110.652010000003,120.030860000001,110.481318000001,106.472735272726,110.652010000003,120.030860000001,62.4530099999933
"08-28",111.373460000001,114.735109999997,103.744510000009,96.20459,65.6396700000045,100.048229999995,101.3714,108.25741,101.135009999998,123.595129999999,128.908072,105.001144727273,103.744510000009,128.908072,65.6396700000045
"08-29",113.70052,111.852380000001,112.426469999993,100.229360000009,71.8257199999955,110.412549999996,111.32741,108.985000000001,101.088960000002,109.178410000001,103.068188999998,104.917724454545,109.178410000001,113.70052,71.8257199999955
