"Month_Day","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","Mean","Median","Maximum","Minimum"
"08-30",98.9276799999983,102.553349999998,107.419300000002,110.48009,73.5817600000045,107.54824,87.3936899999999,105.426869999999,102.42134,123.294269999999,113.438342000002,102.953175636364,105.426869999999,123.294269999999,73.5817600000045
"08-31",110.133180000002,117.81432,101.395959999998,100.622319999991,70.0819599999933,116.276250000007,97.81327,103.277870000002,108.71484,116.11354,113.586622999998,105.075466636363,108.71484,117.81432,70.0819599999933
"09-01",103.10595,107.124580000002,109.132359999998,94.5099500000045,66.312,93.39861,95.0656200000001,108.687209999998,104.051509999997,113.491760000001,103.823102000001,99.8820592727273,103.823102000001,113.491760000001,66.312
"09-02",96.9475299999984,109.758640000002,104.263340000004,102.565629999998,85.63458,96.6221100000022,104.81901,111.324340000002,100.625389999999,120.239619999999,120.868355999998,104.878958727273,104.263340000004,120.868355999998,85.63458
"09-03",103.922570000001,104.48745,97.3926799999955,89.9724900000045,95.40332,108.140749999991,102.97701,109.209109999999,103.554170000003,124.97663,113.649250999999,104.880493727272,103.922570000001,124.97663,89.9724900000045
"09-04",104.690069999999,105.230389999999,101.138080000002,115.932409999996,82.1378500000067,91.7592300000022,103.29629,108.653440000001,104.361580000001,116.20564,119.268579000002,104.788505363637,104.690069999999,119.268579000002,82.1378500000067
"09-05",109.537599999999,109.144640000001,103.145860000004,100.128050000004,60.7430199999978,107.207469999998,107.30571,107.333339999998,92.2166599999955,113.476410000001,113.619472000001,102.168930181818,107.30571,113.619472000001,60.7430199999978
"09-06",110.182300000001,99.0136399999989,103.185769999998,97.09182,67.3128199999955,106.885120000004,107.52982,107.339480000001,71.9945700000034,111.186190000001,114.551217000001,99.6611588181821,106.885120000004,114.551217000001,67.3128199999955
"09-07",103.19805,85.0942600000011,79.18451,99.1579299999933,68.6145000000022,106.89126,91.3478499999997,106.191299999999,85.13417,104.389209999999,115.628786999999,94.984711545454,99.1579299999933,115.628786999999,68.6145000000022
"09-08",99.0504800000011,84.5416599999978,97.6996800000022,113.485620000004,79.1200400000045,100.431979999998,107.02327,102.30161,88.24408,107.889009999999,64.3527260000011,94.9218323636372,99.0504800000011,113.485620000004,64.3527260000011
"09-09",98.7864599999983,99.79956,91.4000400000067,87.5349100000022,73.9563,103.142789999998,102.636239999999,105.899650000001,95.64892,93.2113400000006,50.7627570000011,91.1617242727279,95.64892,105.899650000001,50.7627570000011
"09-10",103.11823,89.2264799999989,87.2770299999955,72.23403,55.1586899999933,100.920110000004,102.64852,111.416439999998,101.14422,88.3361799999997,49.4610769999984,87.3582733636353,89.2264799999989,111.416439999998,49.4610769999984
"09-11",107.6649,95.86996,91.8851000000045,43.21639,55.05124,104.73612,106.6211,109.813900000001,102.998499999999,109.540670000001,56.1555190000007,89.4139453636369,102.998499999999,109.813900000001,43.21639
"09-12",102.172670000001,95.4555099999989,68.42109,40.86784,44.3922000000089,105.700099999998,104.994,106.056219999999,99.1302999999989,92.6372499999995,70.5031639999969,84.5754858181818,95.4555099999989,106.056219999999,40.86784
"09-13",105.908860000001,100.266200000001,44.6163099999933,58.9931200000022,54.1302399999955,109.970470000004,77.6495100000003,99.7166700000017,101.951630000002,100.275410000001,84.2847010000002,85.251192818182,99.7166700000017,109.970470000004,44.6163099999933
"09-14",102.461249999999,77.1951499999989,75.9702200000044,45.9824599999955,55.9016299999955,103.79363,93.6564899999997,109.635839999998,106.489090000001,108.880619999999,92.7987320000007,88.4331919999994,93.6564899999997,109.635839999998,45.9824599999955
"09-15",103.953269999999,61.7714700000011,75.4084099999955,43.2869999999955,57.0252500000089,107.136859999998,76.75614,104.840500000002,102.940169999998,107.46535,95.1267130000011,85.0646484545453,95.1267130000011,107.46535,43.2869999999955
"09-16",99.1180200000006,56.2915200000033,72.2923600000045,37.1470000000067,66.8615299999933,97.1532199999978,90.0584500000003,107.689459999999,105.439150000001,109.694169999999,96.7280249999986,85.3157186363641,96.7280249999986,109.694169999999,37.1470000000067
"09-17",102.703780000001,72.20333,65.41863,42.4550299999955,87.1941400000045,98.6636600000045,101.56174,93.8099900000006,106.897399999998,100.189450000001,97.5741170000005,88.0610242727277,97.5741170000005,106.897399999998,42.4550299999955
"09-18",95.2958699999989,72.7160199999989,71.3130299999977,49.5651499999978,77.3824199999933,103.23182,94.6266099999999,97.08875,102.900259999999,107.87059,101.905272999998,88.5359811818167,95.2958699999989,107.87059,49.5651499999978
"09-19",101.75515,81.0326499999978,82.57072,55.8678600000089,81.7602400000022,100.247779999998,96.64053,100.33988,101.196410000002,101.257809999999,99.6116760000022,91.1164278181828,99.6116760000022,101.75515,55.8678600000089
"09-20",105.156710000001,75.0584300000011,85.18329,52.2575399999911,80.34804,99.7811399999978,94.35031,106.513649999999,76.80833,111.06646,102.89767813,89.9474161936354,94.35031,111.06646,52.2575399999911
"09-21",97.1348000000006,79.0064500000011,73.7628900000022,48.5336300000022,81.8216400000067,114.449600000002,89.1159599999997,101.125800000001,95.5077000000022,105.16592,96.4352391000006,89.2781481000017,95.5077000000022,114.449600000002,48.5336300000022
"09-22",88.2072400000005,68.4579299999966,81.2045699999955,59.8557900000067,75.64173,91.6609899999955,94.6757300000006,91.8851,86.83495,98.8785600000003,99.3233784399986,85.1478153127268,88.2072400000005,99.3233784399986,59.8557900000067
"09-23",77.8920399999994,79.3195900000045,76.8267500000089,57.7712599999911,73.9532299999911,103.449790000007,91.9250099999999,81.7326099999989,100.83722,96.1370499999997,107.13613241,86.0891529463636,81.7326099999989,107.13613241,57.7712599999911
"09-24",93.0424899999994,83.7004799999955,76.4644899999911,43.7168000000022,73.61553,86.9147699999978,92.52673,63.6104000000017,96.64974,99.4680000000006,93.5889254399993,82.1180323127261,86.9147699999978,99.4680000000006,43.7168000000022
"09-25",97.8501100000006,85.4166100000023,72.5778700000045,48.9112400000045,85.27539,107.053969999998,98.8724200000001,64.19063,87.2954499999978,110.787089999999,98.9308083300049,87.0146898481829,87.2954499999978,110.787089999999,48.9112400000045
"09-26",94.7187099999989,91.8206300000011,52.3772699999977,44.6899899999955,85.7358900000022,98.5255099999978,89.2970899999997,72.5502399999994,94.7002899999978,108.91439,91.4246153499984,84.0686023045444,91.4246153499984,108.91439,44.6899899999955
"09-27",104.769890000002,79.77395,47.15827,66.3457699999978,81.10019,106.912750000002,89.6439999999999,60.5803099999989,88.7567700000045,100.478030000001,88.7971865500016,83.1197378681825,88.7567700000045,106.912750000002,47.15827
"09-28",96.4379099999995,94.6081899999967,62.3210000000044,50.84841,81.32737,97.9483500000022,90.258,53.73728,85.7665899999966,87.7590199999995,86.4533735599984,80.678681232727,86.4533735599984,97.9483500000022,50.84841
"09-29",91.8451900000005,74.8773,64.7278799999933,51.4439900000089,63.96345,85.42275,80.5230300000004,55.8739999999994,81.92295,100.23857,101.529713759999,77.4880748872729,80.5230300000004,101.529713759999,51.4439900000089
"09-30",90.0676599999989,86.5832100000044,60.1597200000023,46.4521699999978,54.8394100000067,89.4905,89.7913599999997,55.8740000000022,83.7895099999989,101.092029999999,105.144405440001,78.4803614036374,86.5832100000044,105.144405440001,46.4521699999978
"10-01",97.2115500000006,89.7882900000033,57.3752300000067,50.28353,60.3654099999955,82.83474,88.3453899999997,54.9529999999989,80.8515200000045,81.4624500000006,82.71523718,75.1078497436372,81.4624500000006,97.2115500000006,50.28353
"10-02",92.51445,89.82513,53.2798499999911,62.4929199999933,44.0268700000022,82.2759999999978,84.6890200000001,56.795,70.7911299999989,85.5394099999989,76.30015597,72.5936305427257,76.30015597,92.51445,44.0268700000022
"10-03",91.5167000000006,85.7297500000011,62.4345900000045,54.3236500000089,58.7843599999978,74.6009999999978,87.1603700000003,54.9529999999989,77.99642,64.4515800000006,81.87820168,72.1663292436373,74.6009999999978,91.5167000000006,54.3236500000089
"10-04",91.2711,75.2549099999989,56.2823100000045,38.27062,52.6996200000022,74.9080000000045,75.0860600000001,49.7340000000022,74.5058299999966,84.6798100000003,89.72043379,69.3102448900008,74.9080000000045,91.2711,38.27062
"10-05",79.1998599999983,81.9076000000011,43.3238399999911,34.5927599999933,61.8758499999977,87.1880000000045,70.5148299999997,47.8919999999983,72.2585900000045,89.2141999999995,86.61884349,68.5987612263625,72.2585900000045,89.2141999999995,34.5927599999933
"10-06",90.25493,73.8949000000022,49.4607700000067,39.09031,59.7974599999978,67.8469999999955,73.8212199999998,50.9620000000011,58.1243099999989,72.1327200000009,88.82183251,65.837041137273,67.8469999999955,90.25493,39.09031
"10-07",75.7062000000005,70.3214199999978,40.2139300000022,49.1292099999978,65.4278400000022,62.0140000000022,51.2966300000001,49.12,55.6713799999989,79.4608099999991,90.15233981,62.5921599827274,62.0140000000022,90.15233981,40.2139300000022
"10-08",71.7765999999989,64.3594800000011,41.92392,47.2780000000045,62.9503500000022,54.6459999999978,66.2997200000001,48.1989999999994,55.4012200000022,69.4955899999997,87.75598377,60.9168967063642,62.9503500000022,87.75598377,41.92392
"10-09",66.6865400000033,57.57785,48.39241,37.7609999999978,49.9949499999933,71.2240000000022,63.9757299999996,46.05,51.5452999999978,59.1005700000008,80.1757209,57.4985518999995,57.57785,80.1757209,37.7609999999978
"10-10",66.5330399999978,54.9284400000011,48.73932,54.6459999999978,41.6752500000022,68.7679999999933,75.0584300000006,36.5329999999989,45.3439,35.36333,87.23107824,55.8927080218174,54.6459999999978,87.23107824,35.36333
"10-11",58.4650800000022,61.4,42.31381,39.2960000000089,59.7821099999978,74.6010000000089,56.5125599999999,34.3840000000022,35.9957499999978,32.3485899999994,82.1246275100001,52.4748661372743,56.5125599999999,82.1246275100001,32.3485899999994
"10-12",54.3389999999966,54.6459999999978,41.73358,39.91,48.3586400000067,69.6889999999911,55.4227100000001,31.3139999999994,40.5240000000022,44.8404200000001,80.03924098,50.9833264527267,48.3586400000067,80.03924098,31.3139999999994
"10-13",45.1290000000022,55.5670000000011,41.93006,45.1289999999911,40.4933,66.3120000000067,46.52892,35.305,39.2959999999978,50.7133300000008,79.59542029,49.6362754809091,45.1290000000022,79.59542029,35.305
"10-14",51.5759999999978,60.4789999999966,44.65008,40.8310000000089,42.1971499999933,75.5219999999955,62.5205499999996,43.2869999999983,41.1380000000045,37.22068,78.6290088500001,52.5500426227268,44.65008,78.6290088500001,37.22068
"10-15",51.5821400000022,65.3910000000033,48.6288000000045,30.0859999999978,55.56393,67.54,71.2178599999999,48.5060000000006,42.0589999999966,44.515,69.38794966,54.0434254236368,51.5821400000022,71.2178599999999,30.0859999999978
"10-16",60.53426,58.9439999999966,49.81382,37.4540000000022,52.3158700000022,58.9440000000022,59.4536200000001,42.98,38.9890000000022,43.9009999999992,63.3639281199999,51.5175907381822,52.3158700000022,63.3639281199999,37.4540000000022
"10-17",54.0627000000011,53.725,51.02033,40.5239999999911,47.8428799999978,56.4880000000045,50.75938,45.4360000000006,40.8309999999978,48.5060000000006,58.7088011600001,49.8094628327267,50.75938,58.7088011600001,40.5239999999911
"10-18",57.4581199999955,44.515,51.8400199999977,36.2260000000089,46.8451300000045,70.61,47.05082,41.1379999999989,40.5240000000022,43.2869999999997,61.79506295,49.208104813637,46.8451300000045,70.61,36.2260000000089
"10-19",42.98,45.1290000000022,46.9679299999933,36.84,49.97653,63.2419999999955,60.1259500000001,42.3660000000006,39.91,42.0589999999994,53.7730086599999,47.5790380599992,45.1290000000022,63.2419999999955,36.84
"10-20",50.5598300000034,50.0409999999978,43.3484,36.84,53.7741199999978,45.4359999999978,55.7757600000003,45.1289999999994,40.5239999999966,43.2870000000011,56.16213792,47.3524770836358,45.4359999999978,56.16213792,36.84
"10-21",48.4752999999978,42.0590000000022,44.27247,37.7609999999978,52.4970000000067,45.4359999999978,49.81382,40.2170000000011,40.8310000000033,44.515,53.7263937799999,45.4185439800006,44.515,53.7263937799999,37.7609999999978
"10-22",45.9210600000011,46.3570000000011,50.01644,35.9190000000022,36.84,41.7520000000067,49.5221699999994,40.8310000000006,39.91,49.12,67.8284664100001,45.8197396736374,45.9210600000011,67.8284664100001,35.9190000000022
"10-23",41.1379999999989,48.1989999999966,47.45913,36.5329999999933,46.9709999999978,42.98,55.0174700000004,42.98,42.0589999999966,39.91,42.0577965599999,44.1185815054531,42.98,55.0174700000004,36.5329999999933
"10-24",42.6729999999989,43.2870000000011,39.4157300000089,35.305,43.9009999999978,42.98,51.66196,46.05,40.8310000000033,31.0069999999983,30.13107374,40.6584330672735,42.6729999999989,51.66196,30.13107374
"10-25",52.4233200000045,41.445,33.69325,34.0770000000067,50.9619999999955,42.3659999999978,47.64026,39.2960000000006,38.6820000000011,37.7610000000006,35.83800112,41.2894391927279,39.2960000000006,52.4233200000045,33.69325
"10-26",37.5092599999989,38.9767200000011,36.22293,36.5329999999933,52.4970000000067,41.445,45.7429999999996,49.7339999999994,35.305,34.9980000000017,34.6837333099999,40.3316039372728,37.5092599999989,52.4970000000067,34.6837333099999
"10-27",37.9329200000011,37.3097099999988,39.27758,38.6820000000067,32.8490000000022,33.1559999999978,47.2780000000003,29.165,36.5329999999989,42.98,36.22654646,37.3990687690914,37.3097099999988,47.2780000000003,29.165
"10-28",35.6519099999967,37.5491700000033,43.14578,38.0679999999933,38.9889999999911,44.8220000000067,47.2780000000003,33.4629999999989,41.445,39.6029999999989,42.2125,40.2024872727263,39.6029999999989,47.2780000000003,33.4629999999989
"10-29",39.9806100000011,41.8778699999978,41.15028,37.1470000000067,43.2870000000067,44.8219999999955,47.585,34.9980000000017,43.2870000000011,39.91,40.24430765,41.299006150001,41.15028,47.585,34.9980000000017
"10-30",36.1738100000022,38.4149100000011,39.37275,34.3839999999911,43.2869999999955,30.7,48.8129999999996,39.2959999999978,40.5239999999966,36.84,34.9477133999999,38.4321075818167,38.4149100000011,48.8129999999996,30.7
"10-31",38.54692,35.7163799999967,42.15417,34.0770000000067,38.375,42.0590000000022,46.05,37.4540000000022,37.4540000000022,39.2960000000006,36.6905769600001,38.8975497236373,38.375,46.05,34.0770000000067
"11-01",42.29232,32.8305800000044,33.09767,33.1559999999978,39.91,39.91,38.375,34.6909999999978,34.3839999999966,38.6819999999983,37.60903807,36.812509824545,37.60903807,42.29232,32.8305800000044
"11-02",38.96444,32.1705299999956,40.54856,34.3840000000022,42.0590000000022,42.0590000000022,43.9009999999999,37.4540000000022,38.0680000000045,34.0770000000011,38.38785716,38.3703079236373,38.38785716,43.9009999999999,32.1705299999956
"11-03",35.37254,31.7038900000044,43.25016,39.6029999999933,39.2959999999978,39.2959999999978,38.375,34.0769999999983,39.91,37.1470000000011,36.44981221,37.6800365645448,38.375,43.25016,31.7038900000044
"11-04",39.90386,31.4920599999978,41.72744,45.16277,38.6820000000067,38.6820000000067,41.7520000000004,40.2170000000011,33.77,42.3659999999978,39.9776935,39.4302566818191,39.9776935,45.16277,31.4920599999978
"11-05",35.21683881,34.18839802,42.9314019,40.6805700000045,39.2959999999978,39.2959999999978,43.5940000000001,43.2869999999983,40.5239999999966,40.2170000000011,48.0755552999999,40.6642512754542,40.5239999999966,48.0755552999999,34.18839802
"11-06",37.27901,38.57148,36.36415,31.0622600000022,35.305,35.305,47.2779999999996,37.1470000000011,39.91,38.375,51.9846446299999,38.9619586027275,37.27901,51.9846446299999,31.0622600000022
"11-07",42.06514,38.72805,37.28208,28.68608,34.0769999999955,34.0769999999955,49.4270000000004,34.6910000000006,38.0679999999989,33.4629999999989,33.39728051,36.7237845918173,34.6910000000006,49.4270000000004,28.68608
"11-08",41.92392,38.84164,39.59072,29.6838300000022,37.1470000000067,37.1470000000067,37.7609999999992,36.84,33.1560000000033,38.9890000000022,31.97277902,36.6411717290928,37.1470000000067,41.92392,29.6838300000022
"11-09",39.73501,27.24625,39.32977,41.8533099999955,35.6119999999955,35.6119999999955,40.5240000000008,37.4539999999994,35.9189999999967,40.2169999999983,32.35237531,36.8958832099984,37.4539999999994,41.8533099999955,27.24625
"11-10",30.73684,37.44172,40.4319,45.9885999999955,36.84,36.84,39.91,36.5329999999989,39.91,38.6820000000011,38.9389620700001,38.3866383699996,38.6820000000011,45.9885999999955,30.73684
"11-11",31.96484,36.42862,39.39424,35.7716400000045,35.6119999999955,35.6119999999955,49.7339999999994,36.5330000000017,37.1470000000011,39.6029999999989,43.7681119799999,38.3244047254542,36.5330000000017,49.7339999999994,31.96484
"11-12",34.18752,30.06144,39.65519,34.1107700000045,35.9190000000022,35.9190000000022,45.4360000000006,37.1469999999983,38.375,39.91,31.6327243300001,36.5776040300007,35.9190000000022,45.4360000000006,30.06144
"11-13",35.98961,36.64045,39.00435,31.6025799999911,38.0680000000045,38.0680000000045,44.2080000000003,43.9010000000006,50.8014390000011,39.9437700000006,40.06642264,39.8448746945457,39.00435,50.8014390000011,31.6025799999911
"11-14",36.32731,35.9804,39.43108,35.43701,28.5509999999978,28.5509999999978,45.7276499999989,40.2170000000011,37.3404099999989,42.8264999999995,40.2691347399998,37.3325904309085,37.3404099999989,45.7276499999989,28.5509999999978
"11-15",37.51847,36.72641,37.35269,40.6744300000067,39.91,39.91,40.20779,35.6119999999983,38.3903500000033,36.9750800000011,34.9375701200001,38.0195263745463,37.51847,40.6744300000067,34.9375701200001
"11-16",36.54835,35.49227,38.1294,37.6136400000022,36.5330000000045,36.5330000000045,41.71823,35.305,36.1768799999978,33.1928399999989,36.4060432200001,36.6953321109098,36.5330000000045,41.71823,33.1928399999989
"11-17",36.57598,33.69632,38.2829,36.1277599999978,47.8367399999933,47.8367399999933,41.83489,39.6030000000017,33.87745,37.3158500000011,39.1065103900001,39.2812854899988,38.2829,47.8367399999933,33.69632
"11-18",30.99165,31.10831,39.97447,37.81319,39.9407000000022,39.9407000000022,35.6212100000003,42.6729999999989,39.3144200000022,43.154989999999,47.1339248999998,38.8787786272731,39.9407000000022,47.1339248999998,30.99165
"11-19",35.63042,32.64024,40.81258,35.1422899999933,30.3316,30.3316,34.1169100000005,40.2170000000011,39.6643999999989,45.3561799999994,32.3716702600002,36.0558991145449,35.1422899999933,45.3561799999994,30.3316
"11-20",35.91286,36.72948,39.63984,36.31503,34.8844099999978,34.8844099999978,42.6791399999994,34.6910000000006,40.4257599999978,33.0546900000016,38.3748710599998,37.053771914545,36.31503,42.6791399999994,33.0546900000016
"11-21",36.69264,39.56309,38.82936,31.07147,37.6044300000045,37.6044300000045,44.87112,39.2161799999994,33.3002899999989,34.3041799999995,35.1383911,37.1086891909097,37.6044300000045,44.87112,31.07147
"11-22",39.17627,36.1032,39.28372,29.54261,41.5432399999933,41.5432399999933,32.83979,38.0802799999983,39.32363,39.3543299999988,37.1120112099999,37.6274837463622,39.17627,41.5432399999933,29.54261
"11-23",39.07496,32.16439,39.52932,38.8569900000089,32.3639400000045,32.3639400000045,33.63185,38.9214600000022,43.7444300000022,39.1302200000001,37.6062106000003,37.0352464181839,38.8569900000089,43.7444300000022,32.16439
"11-24",35.70717,36.55756,39.70431,34.83836,40.6698250000045,40.6698250000045,37.59829,41.3958799999978,36.5145800000011,38.8293600000016,37.3730133999998,38.1689248545463,37.59829,41.3958799999978,34.83836
"11-25",35.74094,35.04405,37.85617,34.4454,38.3320199999978,38.3320199999978,38.23992,40.7726700000023,33.4108099999966,44.0514299999995,35.3894741199999,37.4195367381813,37.85617,44.0514299999995,33.4108099999966
"11-26",39.86395,32.79681,36.6865,38.89997,43.14578,43.14578,35.46464,37.3219899999994,35.9036500000011,39.2929299999989,39.4693045700002,38.36284587,38.89997,43.14578,32.79681
"11-27",35.82997,35.63963,37.11937,35.08089,32.6463799999978,32.6463799999978,39.22232,37.0303399999983,41.4941200000033,37.0334100000011,40.8051905099998,36.7770909554544,37.0303399999983,41.4941200000033,32.6463799999978
"11-28",36.03566,35.17913,37.32813,36.10013,32.9871500000045,32.9871500000045,38.90611,39.6644000000022,40.1617399999966,32.83672,33.1106622400003,35.9360892945462,36.03566,40.1617399999966,32.83672
"11-29",39.61835,35.13308,39.64291,36.03873,37.761,37.761,33.58273,41.7090199999983,34.7493300000022,37.70267,32.6116982100001,36.9373198372728,37.70267,41.7090199999983,32.6116982100001
"11-30",34.79231,36.28433,38.42105,34.16296,35.0716799999955,35.0716799999955,27.16643,40.5946100000017,36.63431,35.73173,41.7357228599999,35.9697102599993,35.73173,41.7357228599999,27.16643
"12-01",32.67094,34.02174,36.51458,32.85207,43.0598200000045,43.0598200000045,38.73112,36.12776,36.75404,32.6709399999999,37.30933853,36.7065607754554,36.51458,43.0598200000045,32.6709399999999
"12-02",32.92268,32.25649,39.67054,35.30193,30.7184199999955,30.7184199999955,37.99432,36.56677,37.4847,33.27573,35.10956687,34.7290515336355,35.10956687,39.67054,30.7184199999955
"12-03",37.27901,32.90119,43.25016,35.09317,33.2266099999955,33.2266099999955,34.85064,39.296,37.28208,37.74872,36.3180079,36.4065634454537,36.3180079,43.25016,32.90119
"12-04",37.98511,35.99268,40.79723,35.56595,32.56656,32.56656,38.90304,39.12715,37.13779,35.8146199999999,40.16132555,36.9652741409091,37.13779,40.79723,32.56656
"12-05",37.51233,36.23521,37.85003,31.53811,35.75322,35.75322,41.13493,39.50476,37.42944,36.49309,37.65541656,36.9872505963636,37.42944,41.13493,31.53811
"12-06",37.43558,36.58212,34.03402,34.17217,37.26059,37.26059,38.1601,40.22928,37.02113,38.96751,38.0395682183333,37.1966052925758,37.26059,40.22928,34.03402
"12-07",36.01724,33.95727,38.1815899999933,33.77921,37.42944,37.42944,33.88973,40.93231,33.66562,38.44868,39.38256172,36.6466447018176,37.42944,40.93231,33.66562
"12-08",32.70471,34.4147,39.67361,33.72702,38.37807,38.37807,38.13554,37.44479,34.64802,36.95666,35.75510805,36.3832998227273,36.95666,39.67361,32.70471
"12-09",31.60872,31.54425,44.8527000000067,34.40242,39.4495,39.4495,38.53771,36.49002,37.19305,35.57516,36.08839953,36.8355845027279,36.49002,44.8527000000067,31.54425
"12-10",31.49206,39.24381,35.0594,33.98797,35.75322,35.75322,36.06022,38.40263,42.23706,31.70696,37.49319469,36.1081586081818,35.75322,42.23706,31.49206
"12-11",36.7479,40.95994,33.01785,35.91286,33.35555,33.35555,40.87398,38.84778,42.72826,29.8404000000001,35.65857497,36.4816949972727,35.91286,42.72826,29.8404000000001
"12-12",36.49923,37.30357,42.7343999999911,34.23971,35.97733,35.97733,40.79416,40.24156,36.7786,32.14597,36.5506525,37.2038647727265,36.5506525,42.7343999999911,32.14597
"12-13",37.18077,35.63042,39.5753700000067,36.42248,33.90508,33.90508,37.6689,40.73276,34.0463,36.9535899999999,36.92641436,36.6315603963642,36.92641436,40.73276,33.90508
"12-14",34.79538,34.03402,36.7509699999955,35.48613,38.68814,38.68814,37.75486,40.25691,36.02952,39.9529800000001,38.77245755,37.3826825045451,37.75486,40.25691,34.03402
"12-15",33.43844,32.16746,36.1799500000067,37.07946,39.4802,39.4802,37.04262,40.81872,37.42637,40.35822,39.82406456,37.5723367781824,37.42637,40.81872,32.16746
"12-16",34.51908,32.74155,37.27901,36.98122,30.52501,30.52501,37.14393,37.60136,39.28986,36.37336,39.8227813,35.7092883,36.98122,39.8227813,30.52501
"12-17",34.36251,35.99882,42.98307,37.08867,38.4057,38.4057,34.63267,34.29804,39.62449,30.68772,32.02074777,36.2280125245454,35.99882,42.98307,30.68772
"12-18",33.53668,35.5813,38.3197399999978,34.95502,33.57045,33.57045,34.76161,36.19223,39.92842,36.45932,36.82268827,35.7907189336362,35.5813,39.92842,33.53668
"12-19",37.38953,36.15232,35.6119999999955,30.95788,34.59276,34.59276,38.93988,38.2829,39.52011,37.20226,32.9993072,36.0219733818178,36.15232,39.52011,30.95788
"12-20",36.13697,35.88216,36.2259999999978,31.49513,38.1908,38.1908,38.86927,39.00435,35.74094,37.02113,38.31862866,36.8251071509089,37.02113,39.00435,31.49513
"12-21",34.8015199999956,35.79927,38.0680000000045,35.17913,35.18834,35.18834,35.81769,36.23214,32.67094,37.1991900000001,42.70426181,36.2589838009091,35.79927,42.70426181,32.67094
"12-22",37.46321,32.84286,39.91,36.02952,31.21576,31.21576,35.52911,36.7786,37.37725,37.09788,37.49393763,35.7230806936364,36.7786,39.91,31.21576
"12-23",36.33652,34.49145,37.4540000000022,36.00189,33.8314,33.8314,35.50148,39.53546,37.34348,38.05879,35.99254185,36.2162192590911,36.00189,39.53546,33.8314
"12-24",34.34716,34.87827,36.2259999999978,36.0418,36.73255,36.73255,36.8707,39.5416,39.04426,38.13247,38.05809618,36.9641323799998,36.73255,39.5416,34.34716
"12-25",38.84164,37.41409,33.4630000000045,37.35576,34.78617,34.78617,40.22007,39.08724,39.16399,38.73419,37.91912342,37.4337675836368,37.91912342,40.22007,33.4630000000045
"12-26",31.38154,32.88891,37.4539999999911,36.7786,30.52808,30.52808,35.94356,39.65826,35.13922,36.56063,31.24691129,34.3734355718174,35.13922,39.65826,30.52808
"12-27",38.50394,35.59051,37.7610000000089,33.22968,34.60811,34.60811,35.59358,37.4233,37.59522,34.62346,36.61356294,36.0136793581826,35.59358,38.50394,33.22968
"12-28",36.34573,35.86067,39.2959999999978,30.94867,35.54753,35.54753,36.76939,38.78331,32.2964,34.04937,36.54880436,35.6357640327271,35.86067,39.2959999999978,30.94867
"12-29",36.25977,36.02952,38.9890000000022,32.27491,37.40488,37.40488,37.62899,38.682,35.31728,37.35269,36.18997969,36.6848999718184,37.35269,38.9890000000022,32.27491
"12-30",39.3788900000022,34.691,40.8309999999978,36.2567,36.61589,36.61589,35.64884,36.11855,40.28147,36.2137200000001,39.62725914,37.4799281036364,36.61589,40.8309999999978,34.691
"12-31",32.9718,35.37561,41.1379999999933,35.78699,37.14086,37.14086,35.31114,34.49452,36.96894,36.5023,38.35877198,36.4717992709085,36.5023,41.1379999999933,32.9718
